id_criptografado,nome_subar
cd9a2670914afead09d44bf81d2b3f836c5938a1a800065ef3c843a450388b33,Jardim de Alah
4d0de0a696598b51fddd66a67d0b9afed0f10203bebaa5db3e5511c372f26ee0,Presidente Vargas - Campo de Santana - Central do Brasil - Cinelândia
6bfca9c71a67c008c3d6f9a98089f61b49aaa2ee99668b97e1213a45a74c8fc9,Rodoviária - Terminal Gentileza - Estação Leopoldina
4217e66dfac52c8f3e8628f4a1511ef76d270c72f73356babbf0d4f3d73f844e,Estações São Francisco Xavier - Afonso Pena
8657bfece10c2272df5c64dcd16af4b46cb2dcfc07e7d7a38c2a8aa057592d7c,Metrô Botafogo - Rua São Clemente - Rua Voluntários da Pátria
c5bd61bd30e156033f4c1fc2ae8b8c7d87996433ae1c604926822f2c874d158b,Estações São Francisco Xavier - Afonso Pena
7a026311d6aeccc5450e84a7e6ec43d48774d43635981629f174ce16e6b28e54,Metrô Botafogo - Rua São Clemente - Rua Voluntários da Pátria
b02737cd987136d84c29769e2b7e61266b6fe2f61ae70b2a35f390c6aafa15d5,Rodoviária - Terminal Gentileza - Estação Leopoldina
a2c5a0ddfd81b830029fac19d1f85e51f7029b2eb5b28fb0a2749333d3aea4f0,Rodoviária - Terminal Gentileza - Estação Leopoldina
2642624124861b6f99da23535a43f202e20b195199fa4573e5900dfbec3e5d70,Presidente Vargas - Campo de Santana - Central do Brasil - Cinelândia
2c6774e6c9a653e02e047a57b9d983f1abf6f4e83c604a5ef2fe9ac5d20cb09e,Presidente Vargas - Campo de Santana - Central do Brasil - Cinelândia
19b21b088e87f9bcfeb3600afa4c943eb0ac6dd6a80bad943daaaeed148ae504,Presidente Vargas - Campo de Santana - Central do Brasil - Cinelândia
3dc17164207df1387de53598859d9f1fb27e7d7262864ec2df58b7c5ca1d2d69,Presidente Vargas - Campo de Santana - Central do Brasil - Cinelândia
a6b95db40fb72b10e02d8900c228c8af1a71f8b2257b9e49ae78cb9a07e7f577,Metrô Botafogo - Rua São Clemente - Rua Voluntários da Pátria
e33cef97c11e8c5372bdb7e8074be901b6172a6e5326928675a267961c4f9d22,Metrô Botafogo - Rua São Clemente - Rua Voluntários da Pátria
7b2a7e327ab17077a930b180750df551a7de2c1a49e5082e1d1e0639d219be36,Presidente Vargas - Campo de Santana - Central do Brasil - Cinelândia
f60f0cc6b6c5aa0c33a7756359bbe406e3d6734895fb10e7dcede91dd3563e91,Presidente Vargas - Campo de Santana - Central do Brasil - Cinelândia
594c3ef26e74328ad1a4be7316c313455780c7d2f2b7a0582a694450ffb0f46f,Presidente Vargas - Campo de Santana - Central do Brasil - Cinelândia
86db848dbfd14c746bbf9ec84725061c462bd6c8c412dd966c84687e2f846058,Campo Grande: Estação de Trem - Calçadão
f08424f1c72e19fc346f1ed3907d40a1cbd8d01cda1a42afba416aeba3398c0d,Presidente Vargas - Campo de Santana - Central do Brasil - Cinelândia
25e779cf8103d886cee17fddd05e2a3d5960c564ebddd13b4a2e726a06d20375,Metrô Botafogo - Rua São Clemente - Rua Voluntários da Pátria
8ea57ee4ee5d546aa5560cbb9925ee8b091e51e9387e40652461c95bf15a2f12,Rodoviária - Terminal Gentileza - Estação Leopoldina
1a80b3b7d26d1c778794e162bda2dac21ea882edcaca6606a54ead1acdbaa201,Presidente Vargas - Campo de Santana - Central do Brasil - Cinelândia
b18b8344cd00e60ab76e09e9dc3bb2f16178a87c265d63de181fc3e5d8eabffe,Rodoviária - Terminal Gentileza - Estação Leopoldina
b2c05adfa350d21f99ab9f498654c3b5659eea2a5ba8ae93251a43273b1f87f6,Rodoviária - Terminal Gentileza - Estação Leopoldina
17876e33b7f137fd84fd96b635f61644e5f0518ab2a93abd45d7e0319b4f24bc,Presidente Vargas - Campo de Santana - Central do Brasil - Cinelândia
6b45541b810ad3dd2bf83d07feb9bfa069454ab28ca64515cc2752beeea1a24e,Presidente Vargas - Campo de Santana - Central do Brasil - Cinelândia
be8127083c3db85527dcfef25add13c99c5d008f0a1f875bf9726c80843c3cf4,Praia de Botafogo - Rua Marquês de Abrantes
1b7faed9ab783e159b2369a601f9e53629aeceb42379b79fcabae5d52901c264,Metrô Botafogo - Rua São Clemente - Rua Voluntários da Pátria
be0d1a94eed0ffd687947c3a85810969312983681dc885f0a0dbd7a659c401f0,Rodoviária - Terminal Gentileza - Estação Leopoldina
912ba8dbe94c07d591eea42749db3526aaa45b8474f800eb2e6f8f81bbc65407,Presidente Vargas - Campo de Santana - Central do Brasil - Cinelândia
2102a4fa824ebbd484872722ce5b703c9dcffff881005f99b9ea31a2c2e0cf96,Estações São Francisco Xavier - Afonso Pena
3fbcd35748a3a27550dfcf43f36da710e8f433785a14c111bc26a7afe3eec322,Praia de Botafogo - Rua Marquês de Abrantes
f424ca61e9c1220908c2fc1de8eb73ee91cb0745ec36e44619e3c07e47946c15,Rio Sul
ca6958f24961f00c328829fa8b38c9e25a9d35806403b461135f509f0f398040,Rodoviária - Terminal Gentileza - Estação Leopoldina
476ae4948ee4f312fcad0b67baab240a19ef3e915a5ced9489e1129ab165a792,Estações São Francisco Xavier - Afonso Pena
107bcdb1bddcb56075f867ff1d44f748d1ce1c654bdd39f49cff95558edc5c22,Rodoviária - Terminal Gentileza - Estação Leopoldina
